ytid,start,end,labels,cifar_class,cifar_label
F68pM9RdV68,120.0,130.0,"/m/07rknqz,/m/07yv9,/m/0k4j",automobile,1
F8gNKcem_1M,80.0,90.0,"/m/03v3yw,/m/07yv9,/m/0k4j",automobile,1
F9nxC_387WE,50.0,60.0,"/m/07yv9,/m/0h9mv,/m/0k4j",automobile,1
F9qxvpX7ndI,330.0,340.0,"/m/07phhsh,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00129",automobile,1
FdeHk3CjgB0,0.0,10.0,"/m/039jq,/m/07pc8lb,/m/09x0r,/m/0k4j",automobile,1
G4Rp68qV_aw,40.0,50.0,"/m/07q2z82,/m/07rknqz,/m/07yv9,/m/0k4j,/m/0ltv",automobile,1
GUn5_aGpNKM,30.0,40.0,"/m/07phhsh,/m/07yv9,/m/0k4j",automobile,1
Giu_Y-RgLVU,50.0,60.0,"/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv",automobile,1
GvIbmBnSHcc,70.0,80.0,"/m/04_sv,/m/07qv_d5,/m/07yv9,/m/0912c9,/m/0k4j",automobile,1
HAKA7KlwvmQ,30.0,40.0,"/m/012f08,/m/01jwx6,/m/02mk9,/m/07yv9,/m/096m7z,/m/0chx_,/m/0k4j",automobile,1
HeCcfjQngB8,20.0,30.0,"/m/07pyf11,/m/07yv9,/m/0k4j",automobile,1
Hpbjn4LAcKk,0.0,10.0,"/m/07yv9,/m/0btp2,/m/0k4j",automobile,1
I1WB0a3IUt4,320.0,330.0,"/m/04k94,/m/04rlf,/m/07yv9,/m/0838f,/m/0k4j,/t/dd00128",automobile,1
I7vs2H-Htt8,480.0,490.0,"/m/025wky1,/m/07yv9,/m/09x0r,/m/0k4j",automobile,1
IG6Co7V5OkI,0.0,10.0,"/m/07phhsh,/m/07yv9,/m/0k4j",automobile,1
IMmJ-d84KG0,150.0,160.0,"/m/07rknqz,/m/07yv9,/m/0h9mv,/m/0k4j",automobile,1
ISewgjSQFkA,530.0,540.0,"/m/04rlf,/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv",automobile,1
IgBwxLl162w,310.0,320.0,"/m/01jwx6,/m/02mk9,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00126",automobile,1
IoFX6fn3vd8,160.0,170.0,"/m/04gxbd,/m/07yv9,/m/0k4j",automobile,1
IsNQ98J3GlY,20.0,30.0,"/m/07rknqz,/m/07yv9,/m/09x0r,/m/0k4j,/m/0ltv",automobile,1
IweTgLfDpuY,20.0,30.0,"/m/07pyf11,/m/07yv9,/m/0k4j,/m/0ltv",automobile,1
J0pA8HHaGNE,50.0,60.0,"/m/07yv9,/m/0h9mv,/m/0k4j",automobile,1
J6rKfrIq9Ds,100.0,110.0,"/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066,/t/dd00126",automobile,1
Jlh_dAyVBf4,10.0,20.0,"/m/07qfr4h,/m/07yv9,/m/09x0r,/m/0k4j,/m/0ltv,/t/dd00128",automobile,1
K6M2Q24k178,50.0,60.0,"/m/07yv9,/m/0g6b5,/m/0k4j,/t/dd00128",automobile,1
KZVnYaoUF3M,70.0,80.0,"/m/04rlf,/m/07rknqz,/m/07yv9,/m/0k4j",automobile,1
KnC_qb1RH9k,110.0,120.0,"/m/07rknqz,/m/07yv9,/m/0k4j,/m/0ltv",automobile,1
KnvLCqcDJw8,70.0,80.0,"/m/05x_td,/m/07yv9,/m/0k4j",automobile,1
Kz8UNlwvsPw,23.0,33.0,"/m/03cl9h,/m/04rlf,/m/07yv9,/m/0k4j",automobile,1
L1qC8DicAZE,70.0,80.0,"/m/02mk9,/m/02y_763,/m/04gxbd,/m/07yv9,/m/0k4j",automobile,1
L4QThlISt4U,30.0,40.0,"/m/07s34ls,/m/0k4j",automobile,1
L9YtOeck3A0,0.0,10.0,"/m/07rn7sz,/m/0k4j",automobile,1
LFn5sfq3hgs,470.0,480.0,"/m/03v3yw,/m/07yv9,/m/09x0r,/m/0k4j",automobile,1
LLOblSCR4Vs,10.0,20.0,"/m/012f08,/m/02mk9,/m/07q2z82,/m/07yv9,/m/0k4j",automobile,1
LbopBade5MQ,250.0,260.0,"/m/01bjv,/m/07hvw1,/m/07yv9,/m/0k4j",automobile,1
LqSBkdgz1AA,40.0,50.0,"/m/012f08,/m/04gxbd,/m/07yv9,/m/09x0r,/m/0k4j",automobile,1
ME1RvMwv16g,40.0,50.0,"/m/07rknqz,/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv",automobile,1
MkUDPLkMGxA,230.0,240.0,"/m/07yv9,/m/0912c9,/m/09x0r,/m/0k4j",automobile,1
Moi9uLgZPfg,60.0,70.0,"/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv",automobile,1
NCEyRZ3Y_4Y,350.0,360.0,"/m/07phhsh,/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00129",automobile,1
NyOc1R-_GNw,70.0,80.0,"/m/07hvw1,/m/07yv9,/m/0k4j",automobile,1
O9_oZ_c5yFg,80.0,90.0,"/m/07s34ls,/m/07yv9,/m/0k4j,/t/dd00128",automobile,1
OJe1yEKFfdI,30.0,40.0,"/m/07yv9,/m/0k4j,/t/dd00067",automobile,1
OSUVuxAZgdk,50.0,60.0,"/m/04rlf,/m/09x0r,/m/0h9mv,/m/0k4j",automobile,1
OWLjWSP5nXU,0.0,10.0,"/m/03v3yw,/m/07yv9,/m/09x0r,/m/0k4j",automobile,1
OuPNy_2AZ48,430.0,440.0,"/m/02mk9,/m/07yv9,/m/0k4j,/t/dd00130",automobile,1
OwN672LeXWw,10.0,20.0,"/m/07s34ls,/m/07yv9,/m/0k4j,/t/dd00066",automobile,1
PCpMrcWXA3o,0.0,10.0,"/m/07yv9,/m/09x0r,/m/0h9mv,/m/0k4j,/m/0ltv",automobile,1
PE-U8iMqwho,80.0,90.0,"/m/03v3yw,/m/07yv9,/m/09x0r,/m/0k4j",automobile,1
PEkR2BLU1so,0.0,10.0,"/m/02mk9,/m/07yv9,/m/0h9mv,/m/0k4j",automobile,1
PbsanjxYpiY,50.0,60.0,"/m/07rknqz,/m/07yv9,/m/0h9mv,/m/0k4j",automobile,1
Pm8Xo7OvM4A,10.0,20.0,"/m/07yv9,/m/0btp2,/m/0k4j",automobile,1
PmHi8zB-wGk,30.0,40.0,"/m/012f08,/m/07q2z82,/m/0h9mv,/m/0k4j,/m/0ltv",automobile,1
Pu7_jfDpeoU,30.0,40.0,"/m/012f08,/m/01h82_,/m/02mk9,/m/07yv9,/m/0k4j",automobile,1
Q5HSFwmL-YU,110.0,120.0,"/m/012f08,/m/02mk9,/m/07s34ls,/m/07yv9,/m/0k4j,/t/dd00066",automobile,1
Q6PCrFDeR0E,0.0,10.0,"/m/07s02z0,/m/07yv9,/m/0k4j",automobile,1
Q7maWkUrYtA,40.0,50.0,"/m/07rknqz,/m/07yv9,/m/0k4j,/m/0ltv",automobile,1
QM4qxOYDwHo,90.0,100.0,"/m/014yck,/m/02mk9,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128",automobile,1
QNcSk5e-FII,210.0,220.0,"/m/02rhddq,/m/07yv9,/m/09x0r,/m/0k4j",automobile,1
QjVSxDY1Bhs,0.0,10.0,"/m/012f08,/m/01bjv,/m/07yv9,/m/0btp2,/m/0k4j",automobile,1
QktjNB2BxjA,0.0,10.0,"/m/07yv9,/m/0gvgw0,/m/0k4j",automobile,1
RsnKIYFQSoE,190.0,200.0,"/m/01jwx6,/m/02mk9,/m/07yv9,/m/09x0r,/m/0k4j",automobile,1
S-mCHi1cgas,10.0,20.0,"/m/07rknqz,/m/07yv9,/m/0h9mv,/m/0k4j",automobile,1
SE1ik9fxks4,90.0,100.0,"/m/07q2z82,/m/07yv9,/m/0btp2,/m/0k4j,/m/0ltv",automobile,1
SHVCvrt2l0E,18.0,28.0,"/m/07yv9,/m/09x0r,/m/0gvgw0,/m/0k4j",automobile,1
Sa8P6-vLU6g,30.0,40.0,"/m/03cl9h,/m/04rlf,/m/07yv9,/m/0k4j",automobile,1
SwqfzROaTJY,170.0,180.0,"/m/07rknqz,/m/07yv9,/m/09x0r,/m/0h9mv,/m/0k4j,/m/0ltv",automobile,1
T00K0pMmUIQ,50.0,60.0,"/m/01jwx6,/m/07yv9,/m/0k4j",automobile,1
T40AD-E3ci4,250.0,260.0,"/m/07rknqz,/m/07yv9,/m/09x0r,/m/0k4j,/m/0ltv",automobile,1
T62i7a2HQQ4,70.0,80.0,"/m/07yv9,/m/0btp2,/m/0k4j",automobile,1
TCc4dnhyHvQ,120.0,130.0,"/m/07yv9,/m/0h9mv,/m/0k4j",automobile,1
TWDytzefXXc,10.0,20.0,"/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066",automobile,1
UeUVINFMdQQ,0.0,10.0,"/m/02mk9,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00130",automobile,1
Uo0p-l2EIcU,22.0,32.0,"/m/07rknqz,/m/07yv9,/m/09x0r,/m/0k4j",automobile,1
UqeLmHmoBR0,19.0,29.0,"/m/07yv9,/m/09x0r,/m/0gvgw0,/m/0k4j",automobile,1
V851WPfpbwA,230.0,240.0,"/m/07pbtc8,/m/07yv9,/m/0k4j",automobile,1
V9JU5FmhtjM,30.0,40.0,"/m/07szfh9,/m/07yv9,/m/0k4j",automobile,1
VJmsPawxLAc,30.0,40.0,"/m/012f08,/m/07rknqz,/m/07yv9,/m/0k4j",automobile,1
VUd_vUjyMWQ,230.0,240.0,"/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv",automobile,1
VXJhAGyjvkg,40.0,50.0,"/m/07rknqz,/m/07yv9,/m/0k4j",automobile,1
VcnOTM-Qxk8,0.0,10.0,"/m/03cl9h,/m/04rlf,/m/07yv9,/m/0k4j",automobile,1
VliP9ufAS_o,270.0,280.0,"/m/04_sv,/m/07rknqz,/m/07yv9,/m/0k4j",automobile,1
W3w_Pn_E7-s,220.0,230.0,"/m/07q2z82,/m/07qmpdm,/m/07yv9,/m/0k4j,/t/dd00066",automobile,1
WOSCX6icco0,0.0,10.0,"/m/07rknqz,/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv",automobile,1
WQcS2qPupwQ,60.0,70.0,"/m/012f08,/m/04gxbd,/m/07yv9,/m/09x0r,/m/0k4j",automobile,1
WYle9IF5rgs,80.0,90.0,"/m/02rhddq,/m/07yv9,/m/0k4j",automobile,1
WZoQD6cInx8,360.0,370.0,"/m/07phhsh,/m/07q2z82,/m/07yv9,/m/09x0r,/m/0k4j",automobile,1
Wkqm7GFQx6k,10.0,20.0,"/m/07q2z82,/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv",automobile,1
XAJN8G5gK90,240.0,250.0,"/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066",automobile,1
XPyCWnbii9Y,180.0,190.0,"/m/02rhddq,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128",automobile,1
XeygOewgRt8,20.0,30.0,"/m/07yv9,/m/0btp2,/m/0k4j,/m/0ltv",automobile,1
Y2d6CF3bY8k,450.0,460.0,"/m/07pyf11,/m/07yv9,/m/0k4j",automobile,1
ZhTE3sWCfBs,0.0,10.0,"/m/07yv9,/m/09x0r,/m/0h9mv,/m/0k4j",automobile,1
ZxacVRF7i1A,140.0,150.0,"/m/07rknqz,/m/07yv9,/m/0k4j,/m/0ltv",automobile,1
_-lXVZ9QpO8,310.0,320.0,"/m/02mk9,/m/07rknqz,/m/07yv9,/m/0h9mv,/m/0k4j",automobile,1
_9zw_CcaC3w,370.0,380.0,"/m/07phhsh,/m/07yv9,/m/0k4j",automobile,1
_JFFhzZhIvk,80.0,90.0,"/m/01jwx6,/m/02mk9,/m/07yv9,/m/0k4j",automobile,1
_KYFnY6nAfk,390.0,400.0,"/m/04gxbd,/m/07yv9,/m/09x0r,/m/0k4j",automobile,1
_bYe6wcQCXs,90.0,100.0,"/m/07hvw1,/m/07yv9,/m/0k4j",automobile,1
_yWQ4Up7E6w,80.0,90.0,"/m/07pyf11,/m/07yv9,/m/0k4j,/t/dd00129",automobile,1
aOVPHKqKjyQ,90.0,100.0,"/m/02mk9,/m/07qv_d5,/m/07yv9,/m/09x0r,/m/0k4j",automobile,1
aq7axBA11pE,510.0,520.0,"/m/07qv_d5,/m/0k4j,/t/dd00128",automobile,1
bJ424-lPwV4,120.0,130.0,"/m/07yv9,/m/0h9mv,/m/0k4j",automobile,1
bQV7q5VRaH0,170.0,180.0,"/m/012f08,/m/01h82_,/m/02mk9,/m/07yv9,/m/0k4j",automobile,1
bTcRWzAwL70,20.0,30.0,"/m/04rlf,/m/07qqyl4,/m/07yv9,/m/0k4j",automobile,1
-aC8TJIZrtE,20.0,30.0,"/m/015p6,/m/020bb7,/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t",bird,2
-kBZeTTEOGc,90.0,100.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
07vCFDpflcQ,80.0,90.0,"/m/015p6,/m/09ddx",bird,2
0aKuES6SO2k,50.0,60.0,"/m/015p6,/m/020bb7,/m/07pggtn",bird,2
0kuZvI5eQwg,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
1E_3Grl-3PA,340.0,350.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
1IFfUjdN91k,30.0,40.0,"/m/015p6,/m/020bb7,/m/07pggtn,/m/07r_25d,/m/0h0rv",bird,2
1nF0Pv-VBSc,580.0,590.0,"/m/015p6,/m/020bb7,/m/06_y0by,/m/07pggtn",bird,2
1oY0kFtKu20,470.0,480.0,"/m/015p6,/m/06_y0by,/m/09ddx",bird,2
3-qJcZmDu4Q,20.0,30.0,"/m/015p6,/m/020bb7,/m/03vt0,/m/07pggtn,/m/09xqv",bird,2
3rcYcz3YPBY,50.0,60.0,"/m/015p6,/m/068hy,/m/07r660_,/m/09x0r",bird,2
4IZkyZOivZg,30.0,40.0,"/m/015p6,/m/019jd,/m/020bb7,/m/03vt0,/m/056ks2,/m/07pggtn,/m/09xqv",bird,2
4WeaBRG7W-c,10.0,20.0,"/m/015p6,/m/07sx8x_,/m/09x0r",bird,2
5UUf4vEJSX4,30.0,40.0,"/m/015p6,/m/020bb7,/m/025rv6n,/m/07qwf61,/m/0dbvp",bird,2
5_vuxyPOuiY,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
5k6EjPymsRc,350.0,360.0,"/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07pggtn,/m/07qn5dc,/m/07svc2k,/m/09b5t",bird,2
606_Owd6dHs,30.0,40.0,"/m/015p6,/m/020bb7,/m/07pggtn",bird,2
65l9DPdEDuk,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
6L8bljNWiwU,10.0,20.0,"/m/015p6,/m/020bb7,/m/07pggtn",bird,2
6eE83gQGrFg,0.0,10.0,"/m/015p6,/m/020bb7,/m/07pggtn",bird,2
7vVUuo4k2X8,20.0,30.0,"/m/015p6,/m/04rlf,/m/04s8yn,/m/07s02z0,/m/09x0r",bird,2
93b0scnqSOw,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
97HvGCTb-9s,140.0,150.0,"/m/015p6,/m/020bb7,/m/06_y0by",bird,2
9KD9_wsWudk,70.0,80.0,"/m/015p6,/m/09t49,/m/09x0r",bird,2
9aj2vwm0GnU,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
9ipmg9ilx-Q,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
9udlcVVxlMY,300.0,310.0,"/m/015p6,/m/020bb7,/m/07pggtn,/m/07r_25d,/m/0h0rv",bird,2
AJm4rjy-yVY,340.0,350.0,"/m/015p6,/m/07sx8x_,/m/09x0r",bird,2
AoSIhCUpTYo,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
AqfteuxjI2g,0.0,10.0,"/m/015p6,/m/09ddx,/m/0jbk",bird,2
B-taUyzj_yc,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
B3CwXuvzvHI,17.0,27.0,"/m/015p6,/m/020bb7,/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t",bird,2
C-maOauMFZU,1.0,11.0,"/m/015p6,/m/020bb7,/m/025rv6n,/m/07pggtn,/m/07qwf61,/m/0dbvp",bird,2
D7WIcFJ1Ye4,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
DTieJvYa-sA,19.0,29.0,"/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07svc2k",bird,2
DVEuOBxAyFM,20.0,30.0,"/m/015p6,/m/020bb7,/m/06hps,/m/07pggtn",bird,2
DaD0gvQnqyo,80.0,90.0,"/m/015p6,/m/020bb7,/m/07pggtn",bird,2
DemqL00CVVQ,0.0,10.0,"/m/015p6,/m/04s8yn,/m/09x0r",bird,2
E-As4tECwcQ,280.0,290.0,"/m/015p6,/m/020bb7,/m/07pggtn",bird,2
EJE5_d-yauI,30.0,40.0,"/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07svc2k",bird,2
EWV8CU6X6HA,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
EodzL5d9A78,30.0,40.0,"/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07pggtn,/m/07svc2k",bird,2
EtPIEB0fbzA,460.0,470.0,"/m/015p6,/m/020bb7,/m/03vt0,/m/07pggtn,/m/09xqv",bird,2
FN3M08ytpW4,10.0,20.0,"/m/015p6,/m/07sx8x_,/m/09ddx,/m/0ch8v",bird,2
FSm6Z98ALhw,350.0,360.0,"/m/015p6,/m/020bb7,/m/03vt0,/m/07pggtn,/m/09xqv",bird,2
G8tT-uKj3Ls,30.0,40.0,"/m/015p6,/m/020bb7,/m/025rv6n,/m/07pggtn,/m/07qwf61,/m/0dbvp",bird,2
GYMBIGTteWA,200.0,210.0,"/m/015p6,/m/020bb7,/m/07pggtn",bird,2
Gd8v14IzF7E,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
H2w1DwepGx8,50.0,60.0,"/m/015p6,/m/020bb7,/m/03vt0,/m/09xqv",bird,2
HAS6G7Uq4Oc,30.0,40.0,"/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07svc2k",bird,2
HTtVCNQXNbw,320.0,330.0,"/m/015p6,/m/07r5c2p,/m/09x0r,/t/dd00129",bird,2
H_Bcux0FRxM,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
HhLTkiuXDwQ,360.0,370.0,"/m/015p6,/m/068hy,/m/07q6cd_",bird,2
I3_SwBhnUj0,0.0,10.0,"/m/015p6,/m/020bb7,/m/07pggtn",bird,2
Jhp7vwvAic4,220.0,230.0,"/m/015p6,/m/09ddx,/t/dd00129",bird,2
KI4Fhv3fy8w,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
KOYkmX0LD7Y,10.0,20.0,"/m/015p6,/m/09t49",bird,2
KVoastX6t2M,50.0,60.0,"/m/015p6,/m/06_y0by",bird,2
KWD3SUy0WvA,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
KZXC1iouJyo,70.0,80.0,"/m/015p6,/m/020bb7,/m/05_wcq,/m/07pggtn",bird,2
KwV6rzffSLo,60.0,70.0,"/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07pggtn,/m/07svc2k,/m/0ch8v",bird,2
MHOJrwj3t-E,290.0,300.0,"/m/015p6,/m/09ddx,/m/09x0r",bird,2
MOV9rXOes3k,30.0,40.0,"/m/015p6,/m/020bb7,/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t",bird,2
NhhnpmQ4cCc,380.0,390.0,"/m/015p6,/m/07sx8x_,/m/09b5t",bird,2
OBSce-F-DWc,230.0,240.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
OXeIdX9T5HY,2.0,12.0,"/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07svc2k",bird,2
PJ0ubQXmWMg,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
PMVia-zf_3I,90.0,100.0,"/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07pggtn,/m/07svc2k",bird,2
PlcEZtXPHj8,130.0,140.0,"/m/015p6,/m/04rlf,/m/07sx8x_,/m/09x0r,/t/dd00129",bird,2
Q02PIu4Uhyc,160.0,170.0,"/m/015p6,/m/07qdb04",bird,2
Q0K4lLjQNt0,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
QALSel8mz-o,20.0,30.0,"/m/015p6,/m/020bb7,/m/04rlf,/m/06_y0by,/m/09x0r",bird,2
QFAZGNVnxiM,160.0,170.0,"/m/015p6,/m/020bb7,/m/07pggtn,/m/07r_25d,/m/0h0rv",bird,2
QGGy_B7hshY,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
QISuRTvc-nE,100.0,110.0,"/m/015p6,/m/04rlf,/m/09ddx",bird,2
QQuhjJNFEko,80.0,90.0,"/m/015p6,/m/07qdb04,/m/09ddx",bird,2
Qp8zD7i5DiQ,30.0,40.0,"/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07svc2k",bird,2
QvxNmz0GIOY,210.0,220.0,"/m/015p6,/m/04s8yn,/m/07r5c2p",bird,2
R6CLdtLj_oM,0.0,10.0,"/m/012xff,/m/015p6",bird,2
Rbggyp_dUdo,50.0,60.0,"/m/015p6,/m/020bb7,/m/06_y0by,/m/09ddx,/t/dd00128",bird,2
ReMkPJkfwYc,180.0,190.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
Ruwtz5H2Jvg,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
SeuVGJhjpA4,30.0,40.0,"/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07pggtn,/m/07svc2k",bird,2
SyGpCudBB04,540.0,550.0,"/m/015p6,/m/020bb7,/m/07pggtn",bird,2
T0PqOA875v4,490.0,500.0,"/m/015p6,/m/09ddx,/m/09x0r,/m/0dbvp",bird,2
T7ApcW_HzGI,300.0,310.0,"/m/015p6,/m/02c8p,/m/09x0r",bird,2
TPGgOyJVZDw,290.0,300.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
TiFboW8mqd4,30.0,40.0,"/m/015p6,/m/01w250,/m/020bb7,/m/07pggtn",bird,2
TvAqcCyIOno,0.0,10.0,"/m/015p6,/m/020bb7,/m/07pggtn",bird,2
U_5ZaPrWcbM,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
Ve-RFG6nSsc,140.0,150.0,"/m/015p6,/m/01yg9g,/m/09x0r,/t/dd00128",bird,2
Vgmk-LtyDvc,140.0,150.0,"/m/015p6,/m/04s8yn,/m/09x0r,/m/0dbvp",bird,2
W4oEM0W6mhM,30.0,40.0,"/m/015p6,/m/020bb7,/m/07pggtn",bird,2
W77s6g96F5g,30.0,40.0,"/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07svc2k,/m/0ch8v",bird,2
WCFt-dggFlk,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
WMw6PG4caDU,480.0,490.0,"/m/015p6,/m/04s8yn,/m/07r5c2p,/m/09x0r,/t/dd00129",bird,2
YKFVMnQqoWI,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
YVdHpVLby5I,50.0,60.0,"/m/015p6,/m/09ddx",bird,2
YykyGidfpfw,30.0,40.0,"/m/015p6,/m/01w250,/m/020bb7,/m/07pggtn",bird,2
ZPZa1zMpxBU,10.0,20.0,"/m/015p6,/m/020bb7,/m/07pggtn",bird,2
Zne7nhlzUBQ,26.0,36.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
_P0wk3ovrRg,0.0,10.0,"/m/015p6,/m/07rrlb6,/m/09ddx",bird,2
_xlD3t6JJnk,50.0,60.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
_xyL-xn_QVE,40.0,50.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
_yqlQimkHpQ,260.0,270.0,"/m/015p6,/m/020bb7,/m/07pggtn",bird,2
a6v9tIEQRXE,10.0,20.0,"/m/015p6,/m/07sx8x_",bird,2
aGMSGAinfQQ,340.0,350.0,"/m/015p6,/m/020bb7,/m/07pggtn",bird,2
bX9WV-IwkIk,470.0,480.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
c8Px0sQlKJc,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
cgTCoTD3BWI,250.0,260.0,"/m/015p6,/m/04s8yn,/m/09x0r",bird,2
d9OBqYbZ99c,100.0,110.0,"/m/015p6,/m/020bb7,/m/07pggtn",bird,2
dfD7GGotexs,30.0,40.0,"/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07svc2k",bird,2
e78QzuLkfkY,0.0,8.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
eE8QMTqL01I,0.0,10.0,"/m/015p6,/m/020bb7,/m/07pggtn",bird,2
esZ5GzTzJ0w,30.0,40.0,"/m/015p6,/m/0jbk,/t/dd00088",bird,2
fppKGJD3Y6c,30.0,40.0,"/m/015p6,/m/020bb7,/m/07pggtn",bird,2
fqC3qK22QZg,180.0,190.0,"/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07pggtn,/m/07qn5dc,/m/07st89h,/m/09b5t",bird,2
frNeSUlR8ZI,9.0,19.0,"/m/015p6,/m/01rd7k,/m/020bb7,/m/025rv6n,/m/07svc2k",bird,2
g11bBrhKvug,10.0,20.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
h0sfi8X3ws4,190.0,200.0,"/m/015p6,/m/020bb7,/m/07pggtn",bird,2
hjnc1kHMDDo,300.0,310.0,"/m/015p6,/m/020bb7,/m/07pggtn",bird,2
iAQk_vQ3XI8,200.0,210.0,"/m/015p6,/m/09b5t,/m/09x0r,/t/dd00088",bird,2
jLbGxJ7fgnc,80.0,90.0,"/m/015p6,/m/04s8yn,/m/07r5c2p",bird,2
jMRe1RPinY0,150.0,160.0,"/m/015p6,/m/020bb7,/m/07pggtn",bird,2
j_ZwYJNu5mE,130.0,140.0,"/m/015p6,/m/020bb7,/m/06_y0by,/m/07pggtn,/t/dd00129",bird,2
jo4jDzEQlqM,100.0,110.0,"/m/015p6,/m/02yds9,/m/09x0r",bird,2
kAHeqfOrmdM,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",bird,2
kAUv1B-_wGc,30.0,40.0,"/m/015p6,/m/020bb7,/m/07pggtn,/m/07r_25d,/m/0h0rv",bird,2
kSu1zqB4Ttc,30.0,40.0,"/m/015p6,/m/020bb7,/m/07pggtn,/m/07r_25d,/m/0h0rv",bird,2
